,tweet,tweet_clean
137,Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,itu baru di sul teng ini ekses akibat tersandera hutang china
138,"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",  pride yunani uperephania hyperephania keangkuhan harga diri kesombongan dikenal juga dengan sebutan hubris vanity harga diri yang tinggi dapat merubah manusia sombong kesombongan membuat manusia terkutuk dimata tuhan dan dapat membuat manusia mencintai dirinya sendiri
139,"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",aku beanya tujuan pada hati logikaku yg menjawab tapi hati tak tenang aku beanya pada logika hatiku sedih ku cari jawaban dalam wasiat yg beliau tinggalkan dan aku mulai menjadi terasing dan asing di mata manusia tak apa duhai diri ada
140,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,tak hanya kurang beaji nya kpk era ini tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era pak sby
141,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',admin tolol di paai tolol paai tolol untuk orang tolol
142,"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",ayu ting ting goyang hot dekat raffi ahmad nagita slavina kampungan norak url
143,Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,video ttg tka dibuat oleh malaysia tapi mengutip pernyataan saya di
144,PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,ppp jangan buru buru tolak wacana pilkada lewata dprd
145,"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",random pagi  ada bapak  nyamperin ke meja kerja trus nanya pake bedak apa sih biar mukanya bersih istri saya butek soalnya ingin ku jawab pake air wudhu tapi ku kristen
146,USER USER KO GUA KAMPRET',ko gua kampret
147,Memek lonte pengen disodok kontol gede',memek lonte pengen disodok kontol gede
148,Jokowi aja yg mundur. USER tutup. URL,jokowi aja yg mundur tutup url
149,"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",ngomong opo itu mulut kok sepei banci beli kaca dulu lihat dirimu broo
150,USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',ada amin rasis ada amat dani ada ratna si paiiit ada si onta ada si lobang anus jdi jngan takut wo wo kehabisan obat penenang yh
151,USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',tunggu komando imam bejat cabul taik beer ape  bawa ulama dasar banj sempak
152,Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinet berantakan pemecah belah persatuan hanya ad di rezim ini
153,"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",dih ngaku lebih pinter dr orang politik ngaca dulu woyy tampang loe aja kaek orang bego ckakakakak
154,"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",dengan menekan perusahaan tambang dgn target proyek yang impossible lalu dilelang murah pada antek cina ntb contoh kasus pdip mau menang dasar bajingan
155,USER USER ga caya sama mulut buaya mu bwang',ga caya sama mulut buaya mu bwang
156,"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",     jika sby prabowo menyatu melawan mega jokowi maka peristiwa      akan terulang dimana pdip yg incumbent dikalahkan mutlak oleh sby tp jk jkw mega sby melawan prabowo mk pilpres selesai sudah jk   poros di pilpres mk salah satu lawan
157,RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presidens      melawan jokowi
158,bebal...,bebal
159,"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",  yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia yang mana islam saat ini merupakan musuh barat komunis karena dapat menghambat agenda dan kepentingan mereka obviously
160,USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',umuh persib persib kunyuk
161,USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,buat film muslim pilih ahok mati nggak di sholatin dijamin laris
162,"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",tapi banu banu yahudi itu tentu beda dgn banu banu kristen syriac salah satu perbedaan ad banu yahudi tetep pake eloah elohim yahwe sedangkan syriac sudah pake alah allah
163,USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',eh kenapa muka merah  tu tak dpt cendol ke bukan la setan cuaca skrg ni panas
164,Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,pemberitaan saracen diframing katak seakan tim prabowo dan anies sandi seberulnya itu media menumpahkan sakit hati katak dan cebong ehe
165,"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",giat bhabinkamtibmas brigpol mbs sihombing pd hari ini rabu    april      melaks sambang desa dan tatap muka sekaligus monitoring kamtibmas menuju pilkada      di desa lobusiregar i tepatnya dirumah rudi panjaitan helman siahaan dan hotman siahaan
166,Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,syg bgt ya ngeliat perempuan kyk gini gak ada status apa  tp udah nemplok sm laki laki sana sini haduh nagita slavina blak blakan sebut ayu ting ting kampungan viva url
167,USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',jgn lupa juga kang umat katolik dan minorutas lainnya diperhatika gubernur untuk semua golongan bukan satu golongan
168,USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',kan ane bukan cebong udeh dibilangin dari maren masih ngeyel situ maksa ane jadi cebong
169,"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",kelemahan gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadlizon spt durno
170,"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",selamat hari kaini setiap kali selalu dirayakan lalu apa maknanya kali ini d
171,"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",foto memang bisu tpi memiliki banyak ai yg sush diaikan sma sepei kamu susah diaikan mau putus atau lanjut
172,USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,wakakakaka aku sudah mengalaminya xf  x f x   x   xf  x f x   x   xf  x f x   x   xf  x f x   x   tetiba muncul grub wa a n bani abd hadi a k a mbahku dan seketika aku mek kenal beberapa orang saja xf  x f xa  xa  xf  x f xa  xa  xf  x f xa 
173,"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",abam pres badar n nuqaba pling boekkkd dia ni hebat dlm bidang agama x tkut nk tgur member sndiri n selalu wat lawak hambar yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu d
174,â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,a seorang anak pekan telah mengilhamkan dasar ekonomi baru deb dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar beliau adalah allahyarham tun abdul razaka ds
175,"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",hahaha sialaaan nih si ternyata klo lg laper presiden juga mau disikat sama doid d    
176,"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",mau menasehati kali supaya ga ugal an nih rezim eh tapi ini negeri sdh keburu ancor nah skrg saja ekonomi morat marit kacaoooooo
177,"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",aelaah silit kebeler ngapa dikasianin org makin sayang saya pak setelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin tar gw ceritain duuuhhh
178,"USER iya, tdi cacad'",iya tdi cacad
179,"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",tahun      rakyat makan aspal dan beton ini adalah solusi jitu mengurangi kemiskinan keahlian cebong hanya   tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan
180,"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",aku pernah sempat baca ttg harun yahya ini yg membelot ke kubu yahudi dgn freemasonry nya kdg suka ga percaya
181,Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia
182,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,
183,"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",peanyaan mudah ya dijawab yg keras tapi saya minta dijawab yg keras siapa nama saya
184,USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',kemarin di hujat sekarang mengharap dasar para bani kamprey
185,"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",penjelasan sy bukan fitnah silahkan dibantah apollinaris darmawan sebut al quran kitab sampah
186,"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",monyet aja koloe dbilang saudra sma elo pasti ogah hdupmu kok gini amat ya toe hati apa comberan
187,Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',body lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit lbh bcahaya info             
188,USER Tak punya cacat di masa lalu krn blum bermasa lalu',tak punya cacat di masa lalu krn blum bermasa lalu
189,USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',jangan  penganut bumi datar juga soalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka
190,"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",becak warga binjai hendak disita karena gunakan tenda beuliskan pks meradang bukti pemerintah panik dan takut
191,lebih baik jokowi mundur..,lebih baik jokowi mundur
192,Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,munas alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di      mendatang
193,USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk
194,"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",kafan berasal dari budaya yahudi kenapa umat islam mengklaim
195,Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),oleh rezim skrg atas kendali negara cina komunis yg mjd patron tunggal rezim anti islam jokowi
196,USER USER itu tanda nya mau pilkada n pilpres,itu tanda nya mau pilkada n pilpres
197,Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang,misi  membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur
198,Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;,ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your things bsn                  bank islam                nurliyana bte abdul raziff
199,"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras
200,USER USER celeng kgn gw y',celeng kgn gw y
201,"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",dengan budaya yuk pada visit ke purwokeo mumpung ada even rakyat
202,"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program  pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kis seifikat tanah perhutanan sosial bbm   harga padat karya
203,USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',aamiin ya allah timnya kinan aja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw
204,USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT',maju kamu ngatain mama aku bolot
205,"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",grombolan kadal jidat gosong mmg bgtu sukanya ribut tapi klo grombolanya yg salah pura  budek dasar grombolan cingkrang url
206,USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81',segitu gentarnya dia takut terhadap kafir
207,RT USER USER betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi
208,USER siapa bego lu bukan tmn gua najis dah kesel sendiri gue',siapa bego lu bukan tmn gua najis dah kesel sendiri gue
209,USER USER Kafir kristen selalu buat ulah,kafir kristen selalu buat ulah
210,"USER Tau dong, bau baunya udh keciri ini sipit buluq'",tau dong bau baunya udh keciri ini sipit buluq
211,"USER kayak memegang, bukan mucikari'",kayak memegang bukan mucikari
212,"Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai",guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai
